District Address     Street       SideType   Address   OnStreet     CommonName          BotanicalName               Latitude        Longitude
    246       5801   61ST ST /E   Front         5801   61ST ST /E   CARROTWOOD          Cupaniopsis anacardioides      33.98108866       -118.1622288
    246       5801   61ST ST /E   Front         5801   61ST ST /E   ORNAMENTAL PEAR     Pyrus calleryana               33.98104181       -118.1620159
    246       5801   61ST ST /E   Front         5801   61ST ST /E   CARROTWOOD          Cupaniopsis anacardioides      33.98103698       -118.1618129
    246       5801   61ST ST /E   Front         5801   61ST ST /E   CARROTWOOD          Cupaniopsis anacardioides      33.98101345       -118.1617346
    246       5801   61ST ST /E   Front         5801   61ST ST /E   ORNAMENTAL PEAR     Pyrus calleryana               33.98100521       -118.1617041
    246       5801   61ST ST /E   Front         5801   61ST ST /E   ORNAMENTAL PEAR     Pyrus calleryana               33.98098723       -118.1614899
    246       5835   61ST ST /E   Front         5835   61ST ST /E   ORNAMENTAL PEAR     Pyrus calleryana               33.98097608       -118.1612603
    246       5835   61ST ST /E   Front         5835   61ST ST /E   VACANT SITE         Vacant site                    33.98097293       -118.1611197
    246       5835   61ST ST /E   Front         5835   61ST ST /E   CARROTWOOD          Cupaniopsis anacardioides      33.98092917       -118.1609987
    246       5835   61ST ST /E   Front         5835   61ST ST /E   ORNAMENTAL PEAR     Pyrus calleryana               33.98094516       -118.1608971
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98093855    -118.160784
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98094415   -118.1606942
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98092061   -118.1606062
246   5835   61ST ST /E   Front   5835   61ST ST /E   VACANT SITE           Vacant site                 33.98088265   -118.1604294
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98087241   -118.1603457
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98087248    -118.160248
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98087514    -118.160078
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98085571   -118.1599507
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98081775   -118.1598024
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98081309   -118.1596264
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98079081   -118.1594657
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98079724   -118.1593885
246   5835   61ST ST /E   Front   5835   61ST ST /E   ORNAMENTAL PEAR       Pyrus calleryana            33.98077754   -118.1593031
246   5835   61ST ST /E   Front   5835   61ST ST /E   CARROTWOOD            Cupaniopsis anacardioides   33.98078453   -118.1592553
245   6802   ACCO ST /E   Front   6802   ACCO ST /E   AMERICAN SWEETGUM     Liquidambar styraciflua     34.00091611    -118.129802
245   6802   ACCO ST /E   Front   6802   ACCO ST /E   AMERICAN SWEETGUM     Liquidambar styraciflua     34.00087995   -118.1297168
245   6833   ACCO ST /E   Front   6833   ACCO ST /E   LEMON BOTTLEBRUSH     Melaleuca citrina           34.00088378   -118.1293441
245   6833   ACCO ST /E   Front   6833   ACCO ST /E   LEMON BOTTLEBRUSH     Melaleuca citrina           34.00087439   -118.1293159
245   6858   ACCO ST /E   Front   6858   ACCO ST /E   LEMON-SCENTED GUM     Corymbia citriodora          34.0004291   -118.1286531
245   6858   ACCO ST /E   Front   6858   ACCO ST /E   LEMON-SCENTED GUM     Corymbia citriodora         34.00040173   -118.1286026
247   6704   AGRA ST      Front   6704   AGRA ST      LEMON BOTTLEBRUSH     Melaleuca citrina           33.97405178   -118.1402523
247   6704   AGRA ST      Side    6350   EMIL AV      LONDON PLANE          Platanus X hispanica        33.97392706   -118.1404264
247   6706   AGRA ST      Front   6706   AGRA ST      VACANT SITE           Vacant site                  33.9740432   -118.1401814
247   6709   AGRA ST      Side    6330   EMIL AV      CALIFORNIA SYCAMORE   Platanus racemosa           33.97437982   -118.1401757
247   6709   AGRA ST      Side    6330   EMIL AV      VACANT SITE           Vacant site                 33.97428008   -118.1402395
247   6713   AGRA ST      Front   6713   AGRA ST      VACANT SITE           Vacant site                  33.9741628   -118.1399861
247   6716   AGRA ST      Front   6716   AGRA ST      VACANT SITE           Vacant site                 33.97400441   -118.1398381
247   6717   AGRA ST      Front   6717   AGRA ST      VACANT SITE           Vacant site                 33.97413404   -118.1397296
247   6720   AGRA ST      Front   6720   AGRA ST      LEMON BOTTLEBRUSH     Melaleuca citrina           33.97398695   -118.1396533
247   6721   AGRA ST      Front   6721   AGRA ST      VACANT SITE           Vacant site                 33.97411537   -118.1395272
247   6724   AGRA ST      Front   6724   AGRA ST      AUSTRALIAN WILLOW     Geijera parviflora          33.97396666   -118.1394767
247   6733   AGRA ST      Front   6733   AGRA ST      VACANT SITE           Vacant site                 33.97407632    -118.139198
247   6736   AGRA ST      Front   6736   AGRA ST      VACANT SITE           Vacant site                 33.97392957   -118.1391173
247   6736   AGRA ST      Front   6736   AGRA ST      LEMON BOTTLEBRUSH     Melaleuca citrina           33.97392073   -118.1390546
247   6743   AGRA ST        Front   6743   AGRA ST        AUSTRALIAN WILLOW   Geijera parviflora        33.97405117    -118.1389575
247   6744   AGRA ST        Front   6744   AGRA ST        VACANT SITE         Vacant site                33.9738991    -118.1388521
247   6749   AGRA ST        Front   6749   AGRA ST        BRISBANE BOX        Lophostemon confertus     33.97402538    -118.1386775
247   6749   AGRA ST        Front   6749   AGRA ST        BRISBANE BOX        Lophostemon confertus     33.97400533    -118.1385394
247   6904   AGRA ST        Front   6904   AGRA ST        LEMON BOTTLEBRUSH   Melaleuca citrina         33.97345388    -118.1345613
247   6910   AGRA ST        Front   6910   AGRA ST        LEMON BOTTLEBRUSH   Melaleuca citrina         33.97343868    -118.1344291
247   6915   AGRA ST        Front   6915   AGRA ST        VACANT SITE         Vacant site               33.97353892    -118.1343525
247   6918   AGRA ST        Front   6918   AGRA ST        VACANT SITE         Vacant site               33.97342107    -118.1342658
247   6920   AGRA ST        Front   6920   AGRA ST        VACANT SITE         Vacant site               33.97338518    -118.1340922
247   6921   AGRA ST        Front   6921   AGRA ST        LEMON BOTTLEBRUSH   Melaleuca citrina         33.97352837    -118.1341486
247   6923   AGRA ST        Front   6923   AGRA ST        VACANT SITE         Vacant site               33.97349867    -118.1339735
247   6924   AGRA ST        Front   6924   AGRA ST        LEMON BOTTLEBRUSH   Melaleuca citrina         33.97336726    -118.1339334
247   6929   AGRA ST        Front   6929   AGRA ST        VACANT SITE         Vacant site               33.97349264    -118.1338288
247   6929   AGRA ST        Front   6929   AGRA ST        LEMON BOTTLEBRUSH   Melaleuca citrina         33.97348681    -118.1337459
247   6930   AGRA ST        Front   6930   AGRA ST        VACANT SITE         Vacant site               33.97334597    -118.1337482
247   6935   AGRA ST        Front   6935   AGRA ST        VACANT SITE         Vacant site                33.9734547    -118.1334369
247   6936   AGRA ST        Front   6936   AGRA ST        VACANT SITE         Vacant site               33.97332714    -118.1335446
247   6945   AGRA ST        Front   6945   AGRA ST        VACANT SITE         Vacant site               33.97343033    -118.1333271
247   6955   AGRA ST        Front   6955   AGRA ST        VACANT SITE         Vacant site               33.97324758    -118.1330643
247   6959   AGRA ST        Front   6959   AGRA ST        VACANT SITE         Vacant site               33.97312718    -118.1330005
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua    33.9884493    -118.1575225
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98833006    -118.1575399
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis          33.98820657    -118.1575635
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis              33.98817   -118.1575634
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis          33.98793514    -118.1575934
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98788548    -118.1576295
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis          33.98740761    -118.1576727
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis          33.98713527    -118.1577173
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98703868    -118.1577359
246   4900   ALEXANDER ST   Front   4900   ALEXANDER ST   ALEPPO PINE         Pinus halepensis          33.98686411    -118.1577612
246   4901   ALEXANDER ST   Front   4901   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98878396    -118.1576502
246   4901   ALEXANDER ST   Front   4901   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98874548    -118.1576562
246   4901   ALEXANDER ST   Front   4901   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98848148    -118.1577171
246   4901   ALEXANDER ST   Front   4901   ALEXANDER ST   AMERICAN SWEETGUM   Liquidambar styraciflua   33.98840108    -118.1577327
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98834565   -118.1577387
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98805599   -118.1577571
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98773023   -118.1578107
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     ALEPPO PINE             Pinus halepensis                 33.98768048   -118.1578135
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98735919   -118.1578633
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98716383   -118.1579125
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua           33.9869856   -118.1579276
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98667895   -118.1579695
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua           33.9866353   -118.1579703
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98659671    -118.157976
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     ALEPPO PINE             Pinus halepensis                 33.98633917   -118.1580156
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98630008    -118.158022
246   4901   ALEXANDER ST     Front   4901   ALEXANDER ST     AMERICAN SWEETGUM       Liquidambar styraciflua          33.98608134   -118.1580809
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       BRISBANE BOX            Lophostemon confertus            33.98570976   -118.1593914
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       BRISBANE BOX            Lophostemon confertus             33.9856866   -118.1591775
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       BRISBANE BOX            Lophostemon confertus            33.98569535   -118.1591252
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       BRISBANE BOX            Lophostemon confertus            33.98568522   -118.1590707
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       DESERT MUSEUM PALO VERDEParkinsonia X 'Desert Museum'    33.98564783   -118.1588912
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       DESERT MUSEUM PALO VERDEParkinsonia X 'Desert Museum'    33.98564251   -118.1587331
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       DESERT MUSEUM PALO VERDEParkinsonia X 'Desert Museum'      33.985632   -118.1585957
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       DESERT MUSEUM PALO VERDEParkinsonia X 'Desert Museum'    33.98560357   -118.1583766
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       AUSTRALIAN WILLOW       Geijera parviflora               33.98557593   -118.1582867
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       AUSTRALIAN WILLOW       Geijera parviflora               33.98558278    -118.158248
246   5361   ALEXANDER ST     Side    5871   SLAUSON AV       AUSTRALIAN WILLOW       Geijera parviflora               33.98560614   -118.1582299
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   QUEEN PALM              Syagrus romanzoffianum           34.00282779   -118.1559942
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'    34.0030936    -118.155844
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00313878   -118.1558093
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00318971   -118.1557861
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00329823   -118.1557236
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   QUEEN PALM              Syagrus romanzoffianum            34.0034619    -118.155819
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   QUEEN PALM              Syagrus romanzoffianum           34.00343862   -118.1558303
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   QUEEN PALM              Syagrus romanzoffianum           34.00352494   -118.1560506
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   QUEEN PALM              Syagrus romanzoffianum           34.00349348   -118.1560578
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   TIPU                    Tipuana tipu                     34.00361936   -118.1562901
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   MARINA ARBUTUS          Arbutus 'Marina'                 34.00353988   -118.1562573
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   EASTERN REDBUD          Cercis canadensis                 34.0034863   -118.1562841
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00346556   -118.1562609
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   MARINA ARBUTUS          Arbutus 'Marina'                 34.00343401   -118.1563079
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   STRAWBERRY TREE         Arbutus unedo                    34.00336489   -118.1563389
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00334384   -118.1563144
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00330801   -118.1563289
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   EVERGREEN PEAR          Pyrus kawakamii                  34.00331577   -118.1563624
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   INDIAN HAWTHORNE        Rhaphiolepis 'Majestic Beauty'   34.00325203   -118.1563569
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   STRAWBERRY TREE         Arbutus unedo                     34.0032681   -118.1563895
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   STRAWBERRY TREE         Arbutus unedo                     34.0032182   -118.1564125
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   MARINA ARBUTUS          Arbutus 'Marina'                 34.00314076   -118.1564421
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   EASTERN REDBUD          Cercis canadensis                 34.0030885   -118.1564694
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   CHINESE FLAME TREE      Koelreuteria bipinnata           34.00298846    -118.156549
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   HONG KONG ORCHID TREE   Bauhinia blakeana                34.00293538   -118.1565411
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   HONG KONG ORCHID TREE   Bauhinia blakeana                34.00287113   -118.1565787
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   HONG KONG ORCHID TREE   Bauhinia blakeana                34.00282587   -118.1565853
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   HONG KONG ORCHID TREE   Bauhinia blakeana                34.00278784   -118.1566178
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   BRONZE LOQUAT           Eriobotrya deflexa               34.00270044   -118.1564313
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   FRASERS PHOTINIA        Photinia X fraseri               34.00267413    -118.156394
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   VACANT SITE             Vacant site                      34.00266598   -118.1563517
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   VACANT SITE             Vacant site                      34.00267225   -118.1563263
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   FRASERS PHOTINIA        Photinia X fraseri               34.00266985   -118.1563063
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   BRONZE LOQUAT           Eriobotrya deflexa               34.00265803   -118.1562701
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   FRASERS PHOTINIA        Photinia X fraseri               34.00264881    -118.156232
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   MARINA ARBUTUS          Arbutus 'Marina'                  34.0037389   -118.1564271
244      2   AQUATIC CENTER   Front      2   AQUATIC CENTER   MARINA ARBUTUS          Arbutus 'Marina'                   34.003699    -118.156287
243   2396   ARROWMILL AV     Front   2396   ARROWMILL AV     CARROTWOOD              Cupaniopsis anacardioides        34.00640229   -118.1796077
243   4807   ASTOR AV         Front   4807   ASTOR AV         ORNAMENTAL PEAR         Pyrus calleryana                 34.00774963   -118.1701533
243   4808   ASTOR AV         Front   4808   ASTOR AV         VACANT SITE             Vacant site                      34.00763043   -118.1700765
243   4813   ASTOR AV         Front   4813   ASTOR AV         VACANT SITE             Vacant site                      34.00776826   -118.1700123
243   4819   ASTOR AV         Front   4819   ASTOR AV         SOUTHERN MAGNOLIA       Magnolia grandiflora              34.0077884   -118.1698251
243   4821   ASTOR AV         Front   4821   ASTOR AV         SOUTHERN MAGNOLIA       Magnolia grandiflora             34.00779493   -118.1697188
243   4827   ASTOR AV         Front   4827   ASTOR AV         CHITALPA                Chitalpa tashkentensis           34.00783117   -118.1695099
243   4832   ASTOR AV   Front   4832   ASTOR AV     VACANT SITE        Vacant site                 34.00770808    -118.169303
243   4833   ASTOR AV   Front   4833   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00783842   -118.1693714
243   4836   ASTOR AV   Front   4836   ASTOR AV     VACANT SITE        Vacant site                 34.00772718   -118.1691694
243   4836   ASTOR AV   Front   4836   ASTOR AV     BRAZILIAN PEPPER   Schinus terebinthifolius    34.00773376   -118.1691039
243   4836   ASTOR AV   Side    4900   KINSIE ST    BRAZILIAN PEPPER   Schinus terebinthifolius    34.00772411   -118.1689352
243   4836   ASTOR AV   Side    4900   KINSIE ST    BRAZILIAN PEPPER   Schinus terebinthifolius    34.00765126   -118.1688651
243   4837   ASTOR AV   Front   4837   ASTOR AV     CRAPE MYRTLE       Lagerstroemia indica        34.00786694   -118.1692076
243   4847   ASTOR AV   Front   4847   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00790973   -118.1688906
243   4852   ASTOR AV   Front   4852   ASTOR AV     BRONZE LOQUAT      Eriobotrya deflexa          34.00778665   -118.1686381
243   4852   ASTOR AV   Side    4901   KINSIE ST    BRISBANE BOX       Lophostemon confertus       34.00764416   -118.1686657
243   4852   ASTOR AV   Side    4901   KINSIE ST    BRISBANE BOX       Lophostemon confertus       34.00757113   -118.1685881
243   4856   ASTOR AV   Front   4856   ASTOR AV     BRONZE LOQUAT      Eriobotrya deflexa           34.0078149   -118.1685319
243   4857   ASTOR AV   Front   4857   ASTOR AV     CRAPE MYRTLE       Lagerstroemia indica        34.00793487   -118.1686607
243   4862   ASTOR AV   Front   4862   ASTOR AV     STRAWBERRY TREE    Arbutus unedo               34.00783732   -118.1682781
243   4863   ASTOR AV   Front   4863   ASTOR AV     ORNAMENTAL PEAR    Pyrus calleryana             34.0079601   -118.1683783
243   4867   ASTOR AV   Front   4867   ASTOR AV     ORNAMENTAL PEAR    Pyrus calleryana            34.00797839   -118.1682586
243   4870   ASTOR AV   Front   4870   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00784942   -118.1681388
243   4870   ASTOR AV   Front   4870   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00786097   -118.1680414
243   4870   ASTOR AV   Side    4900   JARDINE ST   CARROTWOOD         Cupaniopsis anacardioides   34.00783941   -118.1679443
243   4870   ASTOR AV   Side    4900   JARDINE ST   CARROTWOOD         Cupaniopsis anacardioides   34.00777974   -118.1678815
243   4871   ASTOR AV   Front   4871   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00800386   -118.1680566
243   4877   ASTOR AV   Front   4877   ASTOR AV     ORNAMENTAL PEAR    Pyrus calleryana            34.00802094   -118.1678892
243   4903   ASTOR AV   Front   4903   ASTOR AV     CRAPE MYRTLE       Lagerstroemia indica        34.00802141   -118.1677402
243   4907   ASTOR AV   Front   4907   ASTOR AV     STRAWBERRY TREE    Arbutus unedo               34.00805476   -118.1676299
243   4908   ASTOR AV   Front   4908   ASTOR AV     BRISBANE BOX       Lophostemon confertus       34.00794352   -118.1674137
243   4912   ASTOR AV   Front   4912   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides    34.0079699   -118.1673128
243   4913   ASTOR AV   Front   4913   ASTOR AV     CHITALPA           Chitalpa tashkentensis      34.00807568    -118.167418
243   4919   ASTOR AV   Front   4919   ASTOR AV     CRAPE MYRTLE       Lagerstroemia indica        34.00810025   -118.1672168
243   4930   ASTOR AV   Front   4930   ASTOR AV     WEEPING FIG        Ficus benjamina             34.00800915   -118.1667222
243   4930   ASTOR AV   Front   4930   ASTOR AV     WEEPING FIG        Ficus benjamina             34.00801387    -118.166659
243   4930   ASTOR AV   Side    4901   QUIGLEY ST   BRISBANE BOX       Lophostemon confertus       34.00784415   -118.1666574
243   4933   ASTOR AV   Front   4933   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides    34.0081468   -118.1667068
243   4937   ASTOR AV   Front   4937   ASTOR AV     CARROTWOOD         Cupaniopsis anacardioides   34.00818885   -118.1665979
243   4940   ASTOR AV   Front   4940   ASTOR AV     CHINESE PISTACHE   Pistacia chinensis          34.00804101   -118.1664458
243   4944   ASTOR AV   Front   4944   ASTOR AV       SWEETSHADE        Hymenosporum flavum         34.00807208   -118.1662999
243   4945   ASTOR AV   Front   4945   ASTOR AV       CHITALPA          Chitalpa tashkentensis      34.00820263   -118.1663591
243   4947   ASTOR AV   Front   4947   ASTOR AV       CHITALPA          Chitalpa tashkentensis       34.0082102   -118.1662962
243   4948   ASTOR AV   Front   4948   ASTOR AV       VACANT SITE       Vacant site                 34.00808879   -118.1661618
243   4951   ASTOR AV   Front   4951   ASTOR AV       CHITALPA          Chitalpa tashkentensis      34.00822399   -118.1661441
243   4953   ASTOR AV   Front   4953   ASTOR AV       VACANT SITE       Vacant site                 34.00822793   -118.1660626
243   4956   ASTOR AV   Front   4956   ASTOR AV       VACANT SITE       Vacant site                 34.00811869   -118.1659189
243   4963   ASTOR AV   Front   4963   ASTOR AV       VACANT SITE       Vacant site                 34.00828786   -118.1657049
243   4973   ASTOR AV   Front   4973   ASTOR AV       VACANT SITE       Vacant site                 34.00832094   -118.1654535
243   4989   ASTOR AV   Front   4989   ASTOR AV       VACANT SITE       Vacant site                 34.00836358   -118.1649339
243   5001   ASTOR AV   Front   5001   ASTOR AV       STRAWBERRY TREE   Arbutus unedo               34.00838708   -118.1647734
243   5006   ASTOR AV   Front   5006   ASTOR AV       VACANT SITE       Vacant site                 34.00825688   -118.1645527
243   5009   ASTOR AV   Front   5009   ASTOR AV       CHITALPA          Chitalpa tashkentensis      34.00840449   -118.1646163
243   5009   ASTOR AV   Front   5009   ASTOR AV       CHITALPA          Chitalpa tashkentensis      34.00841795   -118.1645314
243   5023   ASTOR AV   Front   5023   ASTOR AV       CARROTWOOD        Cupaniopsis anacardioides   34.00847756   -118.1641048
243   5027   ASTOR AV   Front   5027   ASTOR AV       VACANT SITE       Vacant site                 34.00849597   -118.1639698
243   5033   ASTOR AV   Front   5033   ASTOR AV       VACANT SITE       Vacant site                 34.00851329   -118.1637947
